entry,top year,ranking,artist,track,release year,genres,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,key,mode,duration_ms,popularity
626,2016,27,Alan Walker,Faded,2018-12-14,['electro house'],0.468,0.627,-5.085,0.0476,0.0281,7.97E-06,0.11,0.159,179.642,6,1,212107,77.0
627,2016,28,James Arthur,Can I Be Him,2016-10-28,"['pop', 'talent show', 'uk pop']",0.696,0.543,-6.164,0.0489,0.308,0.0,0.0939,0.479,107.969,11,1,246880,77.0
628,2016,29,Bryson Tiller,Exchange,2015-10-02,"['kentucky hip hop', 'pop', 'r&b', 'rap', 'trap']",0.525,0.433,-10.598,0.185,0.107,0.0,0.135,0.276,160.108,6,1,194613,77.0
629,2016,30,Coldplay,Adventure of a Lifetime,2015-12-04,"['permanent wave', 'pop']",0.638,0.924,-3.887,0.036,0.00205,0.000175,0.149,0.53,111.995,7,1,263787,76.0
630,2016,31,Drake,Hotline Bling,2016-05-06,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']",0.891,0.628,-7.863,0.0551,0.00258,0.00019,0.0504,0.552,134.966,2,1,267067,76.0
631,2016,32,Calvin Harris,My Way,2016-09-16,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'progressive house', 'uk dance']",0.818,0.913,-3.06,0.0426,0.093,3.69E-05,0.161,0.536,119.986,4,0,219160,76.0
632,2016,33,Mike Posner,I Took A Pill In Ibiza - Seeb Remix,2016-05-06,"['dance pop', 'edm', 'pop', 'pop rap']",0.664,0.714,-6.645,0.111,0.0353,8.42E-06,0.0843,0.71,101.969,7,0,197933,76.0
633,2016,34,G-Eazy,"Me, Myself & I",2015-12-04,"['hip hop', 'indie pop rap', 'oakland hip hop', 'pop', 'pop rap', 'rap']",0.756,0.674,-6.518,0.0959,0.0184,0.0,0.158,0.389,111.995,0,0,251467,76.0
634,2016,35,ZAYN,PILLOWTALK,2016-03-25,"['dance pop', 'pop', 'post-teen pop', 'uk pop']",0.584,0.7,-4.275,0.0456,0.117,0.0,0.0939,0.438,124.944,11,1,202747,76.0
635,2016,36,Post Malone,White Iverson,2016-12-09,"['dfw rap', 'melodic rap', 'rap']",0.675,0.562,-7.678,0.0352,0.233,0.0,0.0816,0.309,130.098,7,1,256533,75.0
636,2016,37,gnash,"i hate u, i love u (feat. olivia o'brien)",2016-03-25,"['alt z', 'pop']",0.492,0.275,-13.4,0.3,0.687,0.0,0.101,0.18,92.6,6,0,251034,75.0
637,2016,38,Kungs,This Girl (Kungs Vs. Cookin' On 3 Burners),2016-11-04,"['edm', 'pop dance', 'tropical house']",0.792,0.717,-4.759,0.0393,0.0927,3.59E-05,0.226,0.466,121.985,0,0,195547,75.0
638,2016,39,X Ambassadors,Renegades,2015-06-30,"['electropop', 'modern alternative rock', 'modern rock', 'pop', 'pop rap', 'pop rock', 'rock', 'stomp pop']",0.526,0.862,-6.003,0.0905,0.0144,0.0597,0.229,0.528,90.052,2,1,195200,74.0
639,2016,40,Flo Rida,My House,2015-04-07,"['dance pop', 'edm', 'miami hip hop', 'pop', 'pop rap']",0.688,0.702,-4.792,0.0499,0.0215,0.0,0.128,0.74,94.006,7,0,192191,74.0
640,2016,41,Fifth Harmony,Work from Home (feat. Ty Dolla $ign),2016-05-27,"['dance pop', 'girl group', 'pop', 'post-teen pop', 'talent show']",0.803,0.585,-5.861,0.0432,0.103,3.94E-06,0.0644,0.593,105.017,8,1,214480,74.0
641,2016,42,The Lumineers,Ophelia,2016-04-08,"['folk-pop', 'pop', 'stomp and holler']",0.664,0.573,-6.519,0.0277,0.613,0.000363,0.0857,0.566,76.023,5,1,160097,74.0
642,2016,43,Tory Lanez,Say It,2016-08-19,"['canadian hip hop', 'canadian trap', 'melodic rap', 'pop rap', 'r&b', 'rap', 'toronto rap', 'trap']",0.546,0.529,-10.511,0.0583,0.0862,6.5E-06,0.124,0.247,107.331,11,0,237787,74.0
643,2016,44,Drake,Too Good,2016-05-06,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']",0.794,0.653,-7.839,0.104,0.0489,4.88E-05,0.1,0.397,117.996,7,1,263373,74.0
644,2016,45,Future,Low Life (feat. The Weeknd),2016-04-13,"['atl hip hop', 'rap', 'southern hip hop', 'trap']",0.722,0.331,-7.789,0.0726,0.337,0.282,0.146,0.102,143.961,8,1,313547,74.0
645,2016,46,"Lil Wayne, Wiz Khalifa, Imagine Dragons","Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",2016-06-24,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']",0.502,0.786,-4.378,0.317,0.255,0.0,0.65,0.739,169.021,9,0,243491,74.0
646,2016,47,DJ Snake,Middle,2016-08-05,"['dance pop', 'edm', 'electronic trap', 'pop', 'pop dance', 'pop rap']",0.583,0.695,-5.336,0.0423,0.0141,0.0,0.0527,0.224,104.879,9,1,220573,73.0
647,2016,48,"Alok, Zeeba, Bruno Martini",Hear Me Now,2016-10-21,"['electro house', 'pop nacional', 'slap house']",0.778,0.463,-7.603,0.0389,0.546,0.00289,0.0731,0.496,121.999,11,1,194840,73.0
648,2016,49,Jonas Blue,Perfect Strangers,2018-11-09,"['dance pop', 'edm', 'pop', 'pop dance', 'tropical house', 'uk dance']",0.73,0.861,-4.1,0.0451,0.39,0.0,0.213,0.704,117.965,1,1,196613,73.0
649,2016,50,Adele,When We Were Young,2015-11-20,"['british soul', 'pop', 'pop soul', 'uk pop']",0.376,0.595,-5.936,0.0496,0.303,0.0,0.095,0.265,144.361,3,1,290900,73.0
650,2016,51,"Hailee Steinfeld, Grey, Zedd",Starving,2016-07-22,"['dance pop', 'pop', 'post-teen pop']",0.728,0.616,-4.238,0.0645,0.378,0.0,0.105,0.508,99.962,4,1,181880,73.0
651,2016,52,Little Mix,Shout Out to My Ex,2016-11-18,"['dance pop', 'girl group', 'pop', 'post-teen pop', 'talent show', 'uk pop']",0.773,0.747,-4.061,0.0885,0.0242,8.99E-06,0.109,0.801,126.014,5,1,246240,73.0
652,2016,53,Kygo,Stole the Show,2016-05-13,"['edm', 'pop', 'pop dance', 'tropical house']",0.64,0.635,-7.565,0.226,0.271,0.0,0.319,0.475,100.034,8,0,223187,72.0
653,2016,54,One Direction,History,2015-11-13,"['boy band', 'pop', 'post-teen pop', 'talent show']",0.655,0.699,-4.421,0.0493,0.0352,0.0,0.064,0.802,86.704,11,1,187427,72.0
654,2016,55,The Chainsmokers,Roses,2015-06-16,"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'tropical house']",0.713,0.802,-7.055,0.0561,0.0435,0.00377,0.309,0.343,100.001,4,1,226739,72.0
655,2016,56,Adele,Send My Love (To Your New Lover),2015-11-20,"['british soul', 'pop', 'pop soul', 'uk pop']",0.688,0.533,-8.363,0.0865,0.0355,3.48E-06,0.172,0.567,164.069,6,0,223079,72.0
656,2016,57,Daya,"Sit Still, Look Pretty",2016-10-07,"['alt z', 'dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'post-teen pop', 'tropical house']",0.846,0.734,-3.601,0.108,0.286,8.27E-05,0.425,0.717,90.98,2,1,207761,72.0
657,2016,58,Zara Larsson,Never Forget You,2017-03-17,"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'post-teen pop', 'scandipop', 'swedish electropop', 'swedish pop', 'tropical house']",0.583,0.732,-5.728,0.0457,0.00312,9.86E-06,0.269,0.276,145.992,11,0,213428,71.0
658,2016,59,James TW,When You Love Someone,2019-04-26,"['neo mellow', 'pop', 'pop rock', 'post-teen pop', 'uk pop']",0.681,0.453,-6.09,0.0278,0.263,0.0,0.0543,0.348,125.772,7,1,216560,71.0
659,2016,60,X Ambassadors,Unsteady,2015-06-30,"['electropop', 'modern alternative rock', 'modern rock', 'pop', 'pop rap', 'pop rock', 'rock', 'stomp pop']",0.389,0.665,-6.169,0.0644,0.178,0.000732,0.116,0.199,117.055,0,1,193547,71.0
660,2016,61,The 1975,Somebody Else,2016-02-26,"['modern alternative rock', 'modern rock', 'pop', 'rock']",0.61,0.788,-5.724,0.0585,0.195,0.0142,0.153,0.472,101.045,0,1,347520,71.0
661,2016,62,Jonas Blue,Fast Car,2018-11-09,"['dance pop', 'edm', 'pop', 'pop dance', 'tropical house', 'uk dance']",0.672,0.578,-6.621,0.0569,0.469,0.0,0.312,0.548,113.945,9,1,212424,71.0
662,2016,63,Drake,Controlla,2016-05-06,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']",0.59,0.468,-11.083,0.185,0.0789,0.0,0.101,0.349,92.287,10,0,245227,70.0
663,2016,64,Ruth B.,Lost Boy,2015-08-21,"['alt z', 'canadian contemporary r&b', 'canadian pop', 'pop']",0.71,0.0565,-15.099,0.0534,0.965,0.0,0.0889,0.348,123.994,7,1,275280,70.0
664,2016,65,Marshmello,Alone,2016-05-13,"['brostep', 'dance pop', 'edm', 'pop', 'pop dance', 'progressive electro house']",0.631,0.953,-3.739,0.0343,0.0241,0.0155,0.108,0.422,141.99,2,1,273803,70.0
665,2016,66,Shawn Mendes,I Know What You Did Last Summer,2015-04-14,"['canadian pop', 'dance pop', 'pop', 'viral pop']",0.687,0.761,-4.582,0.0876,0.102,0.0,0.147,0.743,113.939,9,0,223853,70.0
666,2016,67,Cage The Elephant,Trouble,2015-12-18,"['modern rock', 'punk blues', 'rock']",0.47,0.623,-5.655,0.0302,0.392,0.000439,0.0992,0.298,77.861,0,1,225973,70.0
667,2016,68,Astrid S,Hurts So Good,2021-03-05,"['dance pop', 'norwegian pop', 'pop', 'tropical house']",0.672,0.625,-5.068,0.0468,0.0774,0.0,0.0934,0.423,120.038,7,0,208729,69.0
668,2016,69,"Burak Yeter, Danelle Sandoval",Tuesday (feat. Danelle Sandoval),2016-09-02,['electro house'],0.841,0.639,-6.052,0.0688,0.0156,0.0654,0.0545,0.675,99.002,9,0,241875,69.0
669,2016,70,Ariana Grande,Into You,2016-05-20,"['dance pop', 'pop']",0.623,0.734,-5.948,0.107,0.0162,1.75E-06,0.145,0.37,107.853,9,1,244453,69.0
670,2016,71,"Snakehips, Tinashe, Chance the Rapper",All My Friends (feat. Tinashe & Chance the Rapper),2015-10-21,"['edm', 'electro house', 'electropop', 'indie poptimism', 'pop', 'pop dance', 'tropical house']",0.681,0.521,-5.849,0.141,0.12,8.41E-05,0.108,0.181,94.997,0,1,229747,69.0
671,2016,72,"Drake, Future",Jumpman,2015-09-20,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']",0.852,0.553,-7.286,0.187,0.0559,0.0,0.332,0.656,142.079,1,1,205879,70.0
672,2016,73,Mike Perry,The Ocean (feat. Shy Martin),2016-04-15,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'pop edm', 'swedish tropical house', 'tropical house']",0.632,0.575,-6.478,0.029,0.0225,1.81E-06,0.104,0.188,90.037,5,1,183414,68.0
673,2016,74,Selena Gomez,Same Old Love,2015-10-09,"['dance pop', 'pop', 'post-teen pop']",0.672,0.593,-4.01,0.0304,0.0223,0.0,0.214,0.438,98.02,11,0,229080,68.0
674,2016,75,P!nk,"Just Like Fire (From the Original Motion Picture ""Alice Through The Looking Glass"")",2016-04-15,"['dance pop', 'pop']",0.632,0.702,-5.92,0.148,0.0114,0.0,0.108,0.523,162.958,7,1,215414,68.0
675,2016,76,Charlie Puth,We Don't Talk Anymore (feat. Selena Gomez),2016-01-29,"['dance pop', 'pop', 'viral pop']",0.728,0.563,-8.053,0.134,0.621,0.0,0.179,0.352,100.017,1,0,217707,68.0
676,2016,77,Sia,The Greatest (feat. Kendrick Lamar),2016-10-21,"['australian dance', 'australian pop', 'dance pop', 'pop']",0.668,0.725,-6.127,0.266,0.0102,0.000479,0.0561,0.729,191.944,1,1,210227,68.0
677,2016,78,SAYGRACE,You Don't Own Me (feat. G-Eazy),2016-07-01,"['dance pop', 'pop', 'post-teen pop', 'r&b']",0.332,0.635,-5.653,0.0898,0.159,2.79E-06,0.0599,0.261,186.249,7,1,201493,67.0
678,2016,79,Florida Georgia Line,H.O.L.Y.,2016-08-26,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",0.523,0.666,-4.081,0.0327,0.401,0.0,0.0728,0.564,78.077,7,0,194187,67.0
679,2016,80,Ariana Grande,Side To Side,2016-05-20,"['dance pop', 'pop']",0.65,0.736,-5.84,0.229,0.0528,0.0,0.235,0.613,159.173,6,0,226160,67.0
680,2016,81,Enrique Iglesias,DUELE EL CORAZON (feat. Wisin),2016-04-18,"['latin pop', 'mexican pop']",0.716,0.908,-3.254,0.103,0.0858,0.0,0.135,0.869,91.03,8,0,199693,66.0
681,2016,82,Major Lazer,Cold Water,2016-07-22,"['dance pop', 'edm', 'electro house', 'moombahton', 'pop', 'pop dance', 'pop rap', 'tropical house']",0.608,0.798,-5.092,0.0432,0.0736,0.0,0.156,0.501,92.943,6,0,185360,66.0
682,2016,83,Nick Jonas,Close,2016-06-10,"['dance pop', 'edm', 'pop', 'post-teen pop']",0.654,0.623,-5.273,0.082,0.253,0.0,0.144,0.401,123.996,6,0,234213,66.0
683,2016,84,Maggie Rogers,Alaska,2019-01-18,"['indie pop', 'pop']",0.847,0.386,-10.668,0.0507,0.411,0.00176,0.108,0.178,104.001,9,0,188000,66.0
684,2016,85,Flume,Never Be Like You (feat. Kai),2016-05-27,"['australian dance', 'australian electropop', 'australian indie', 'downtempo', 'edm']",0.444,0.557,-5.476,0.0602,0.453,0.0,0.152,0.296,115.058,0,1,234910,66.0
685,2016,86,Ariana Grande,Dangerous Woman,2016-05-20,"['dance pop', 'pop']",0.664,0.602,-5.369,0.0412,0.0529,0.0,0.356,0.289,134.049,4,0,235947,66.0
686,2016,87,Kevin Gates,2 Phones,2016-01-29,"['baton rouge rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",0.895,0.681,-5.267,0.358,0.157,0.0,0.189,0.554,121.918,7,0,240000,66.0
687,2016,88,David Guetta,This One's for You (feat. Zara Larsson) (Official Song UEFA EURO 2016),2016-05-13,"['big room', 'dance pop', 'edm', 'pop', 'pop dance']",0.367,0.915,-3.456,0.0488,0.0022,5.81E-05,0.0905,0.365,110.169,9,0,207273,66.0
688,2016,89,Galantis,No Money,2016-04-01,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'tropical house']",0.671,0.916,-4.014,0.0397,0.0282,0.00762,0.24,0.803,126.01,6,0,189127,66.0
689,2016,90,Tory Lanez,LUV,2016-08-19,"['canadian hip hop', 'canadian trap', 'melodic rap', 'pop rap', 'r&b', 'rap', 'toronto rap', 'trap']",0.539,0.528,-8.113,0.252,0.0108,0.0,0.117,0.252,190.169,11,0,228640,65.0
690,2016,91,Desiigner,Tiimmy Turner,2016-07-22,"['pop rap', 'rap', 'trap', 'underground hip hop', 'viral trap']",0.603,0.725,-3.054,0.0393,0.174,0.0,0.0786,0.304,122.803,6,1,239853,65.0
691,2016,92,Beyoncé,Sorry,2016-04-23,"['dance pop', 'pop', 'r&b']",0.775,0.598,-7.274,0.0535,0.00175,4.44E-06,0.253,0.356,129.988,2,1,232560,65.0
692,2016,93,Jon Bellion,All Time Low,2016-06-10,['pop rap'],0.617,0.567,-4.188,0.0828,0.0584,0.0,0.0933,0.505,90.246,0,1,217603,65.0
693,2016,94,Selena Gomez,Hands To Myself,2015-10-09,"['dance pop', 'pop', 'post-teen pop']",0.811,0.499,-7.161,0.118,0.0147,2.44E-06,0.342,0.466,111.016,5,0,200680,65.0
694,2016,95,Daya,Hide Away,2016-10-07,"['alt z', 'dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'post-teen pop', 'tropical house']",0.884,0.826,-3.672,0.0853,0.222,2.29E-06,0.0651,0.465,94.997,11,0,191368,65.0
695,2016,96,Kent Jones,Don't Mind,2016-04-25,"['miami hip hop', 'viral trap']",0.464,0.771,-4.503,0.336,0.0235,0.0,0.063,0.69,158.777,8,1,198237,64.0
696,2016,97,Charlie Puth,One Call Away,2016-01-29,"['dance pop', 'pop', 'viral pop']",0.667,0.613,-5.353,0.0344,0.403,0.0,0.115,0.47,91.024,1,1,194453,64.0
697,2016,98,MØ,Final Song,2016-05-13,"['dance pop', 'danish pop', 'edm', 'electropop', 'indie poptimism', 'pop', 'tropical house']",0.695,0.672,-6.109,0.0345,0.014,7.95E-05,0.0756,0.245,104.988,1,0,235827,64.0
698,2016,99,Alessia Cara,Here,2016-03-11,"['canadian contemporary r&b', 'canadian pop', 'dance pop', 'electropop', 'pop', 'post-teen pop']",0.376,0.822,-3.974,0.104,0.0783,0.0,0.0841,0.327,120.493,0,1,199453,64.0
699,2016,100,Dua Lipa,Hotter Than Hell,2017-06-02,"['dance pop', 'pop', 'uk pop']",0.532,0.868,-4.23,0.0908,0.011,0.0,0.0584,0.529,110.127,3,0,187958,64.0
700,2017,1,Ed Sheeran,Shape of You,2017-03-03,"['pop', 'uk pop']",0.825,0.652,-3.183,0.0802,0.581,0,0.0931,0.931,95.977,1,0,233713,85.0
701,2017,2,Imagine Dragons,Believer,2017-06-23,"['modern rock', 'rock']",0.776,0.78,-4.374,0.128,0.0622,0,0.081,0.666,124.949,10,0,204347,86.0
702,2017,3,Luis Fonsi,Despacito,2019-02-01,"['latin pop', 'puerto rican pop']",0.655,0.797,-4.787,0.153,0.198,0,0.067,0.839,177.928,2,1,229360,78.0
703,2017,4,Machine Gun Kelly,Bad Things (with Camila Cabello),2017-05-12,"['ohio hip hop', 'pop', 'pop rap']",0.697,0.691,-4.757,0.146,0.214,0,0.185,0.305,137.853,2,1,239293,69.0
704,2017,5,Clean Bandit,Rockabye (feat. Sean Paul & Anne-Marie),2016-10-21,"['dance pop', 'edm', 'pop', 'pop dance', 'pop rap', 'post-teen pop', 'tropical house', 'uk dance', 'uk funky']",0.72,0.763,-4.068,0.0523,0.406,0,0.18,0.742,101.965,9,0,251088,73.0
705,2017,6,Camila Cabello,Havana (feat. Young Thug),2018-01-12,"['dance pop', 'pop', 'post-teen pop']",0.765,0.523,-4.333,0.03,0.184,3.56E-05,0.132,0.394,104.988,2,1,217307,78.0
706,2017,7,Imagine Dragons,Thunder,2017-06-23,"['modern rock', 'rock']",0.605,0.822,-4.833,0.0438,0.00671,0.134,0.147,0.288,167.997,0,1,187147,83.0
707,2017,8,Maroon 5,Don't Wanna Know (feat. Kendrick Lamar),2018-06-15,['pop'],0.783,0.61,-6.124,0.0696,0.343,0,0.0983,0.418,100.047,7,1,214265,61.0
708,2017,9,The Chainsmokers,Something Just Like This,2017-04-07,"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'tropical house']",0.617,0.635,-6.769,0.0317,0.0498,1.44E-05,0.164,0.446,103.019,11,0,247160,83.0
709,2017,10,Ed Sheeran,Perfect,2017-03-03,"['pop', 'uk pop']",0.599,0.448,-6.312,0.0232,0.163,0,0.106,0.168,95.05,8,1,263400,87.0
710,2017,11,Rihanna,Love On The Brain,2016-01-28,"['barbadian pop', 'pop', 'urban contemporary']",0.509,0.637,-4.83,0.0471,0.0717,1.08E-05,0.0789,0.378,172.006,4,0,224000,85.0
711,2017,12,James Arthur,Say You Won't Let Go,2016-10-28,"['pop', 'talent show', 'uk pop']",0.358,0.557,-7.398,0.059,0.695,0,0.0902,0.494,85.043,10,1,211467,85.0
712,2017,13,Shawn Mendes,There's Nothing Holdin' Me Back,2017-04-20,"['canadian pop', 'dance pop', 'pop', 'viral pop']",0.866,0.813,-4.063,0.0554,0.38,0,0.0779,0.969,121.998,11,0,199440,84.0
713,2017,14,Kendrick Lamar,HUMBLE.,2017-04-14,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",0.908,0.621,-6.638,0.102,0.000282,5.39E-05,0.0958,0.421,150.011,1,0,177000,82.0
714,2017,15,Harry Styles,Sign of the Times,2017-05-12,['pop'],0.516,0.595,-4.63,0.0313,0.0275,0,0.109,0.222,119.972,5,1,340707,82.0
715,2017,16,Childish Gambino,Redbone,2016-12-02,"['atl hip hop', 'hip hop', 'pop', 'rap']",0.745,0.353,-10.614,0.0983,0.174,0.00662,0.118,0.598,160.111,1,1,326933,82.0
716,2017,17,Bruno Mars,That's What I Like,2016-11-17,"['dance pop', 'pop']",0.853,0.56,-4.961,0.0406,0.013,0,0.0944,0.86,134.066,1,1,206693,82.0
717,2017,18,Travis Scott,goosebumps,2016-09-16,"['rap', 'slap house']",0.841,0.728,-3.37,0.0484,0.0847,0,0.149,0.43,130.049,7,1,243837,82.0
718,2017,19,XXXTENTACION,Jocelyn Flores,2017-08-25,"['emo rap', 'miami hip hop']",0.872,0.391,-9.144,0.242,0.469,4.13E-06,0.297,0.437,134.021,0,0,119133,81.0
719,2017,20,Billie Eilish,Bored,2017-03-30,"['art pop', 'electropop', 'pop']",0.614,0.318,-12.695,0.0478,0.896,0.00239,0.0795,0.112,119.959,7,1,180933,81.0
720,2017,21,Drake,Passionfruit,2017-03-18,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']",0.809,0.463,-11.377,0.0396,0.256,0.085,0.109,0.364,111.98,11,1,298941,81.0
721,2017,22,Kendrick Lamar,LOVE. FEAT. ZACARI.,2017-04-14,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",0.8,0.585,-7.343,0.0924,0.264,0,0.153,0.779,126.058,10,1,213400,81.0
722,2017,23,Sam Smith,Too Good At Goodbyes,2017-11-03,"['pop', 'uk pop']",0.681,0.372,-8.237,0.0432,0.64,0,0.169,0.476,91.873,5,1,201000,81.0
723,2017,24,French Montana,Unforgettable,2017-07-14,"['gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",0.726,0.769,-5.043,0.123,0.0293,0.0101,0.104,0.733,97.985,6,1,233902,80.0
724,2017,25,Charlie Puth,Attention,2018-05-11,"['dance pop', 'pop', 'viral pop']",0.775,0.613,-4.586,0.0542,0.109,2.33E-05,0.134,0.797,100.066,3,0,208787,80.0
725,2017,26,Future,Mask Off,2017-06-30,"['atl hip hop', 'rap', 'southern hip hop', 'trap']",0.833,0.434,-8.795,0.431,0.0102,0.0219,0.165,0.281,150.062,2,1,204600,80.0
726,2017,27,Lil Uzi Vert,XO Tour Llif3,2017-08-25,"['melodic rap', 'philly rap', 'rap', 'trap']",0.732,0.75,-6.366,0.231,0.00264,0,0.109,0.401,155.096,11,0,182707,80.0
727,2017,28,Sean Paul,No Lie,2018-06-29,"['dance pop', 'dancehall', 'pop rap']",0.742,0.882,-2.862,0.117,0.0466,0,0.206,0.463,102.04,7,1,221176,80.0
728,2017,29,Post Malone,Congratulations,2016-12-09,"['dfw rap', 'melodic rap', 'rap']",0.63,0.804,-4.183,0.0363,0.215,0,0.253,0.492,123.146,6,1,220293,80.0
729,2017,30,Shawn Mendes,Mercy,2017-04-20,"['canadian pop', 'dance pop', 'pop', 'viral pop']",0.555,0.662,-4.952,0.0827,0.125,0,0.111,0.356,148.128,11,0,208733,80.0
730,2017,31,The Weeknd,I Feel It Coming,2016-11-25,"['canadian contemporary r&b', 'canadian pop', 'pop']",0.773,0.819,-5.946,0.118,0.428,0,0.0679,0.585,92.987,0,0,269187,79.0
731,2017,32,Imagine Dragons,Whatever It Takes,2017-06-23,"['modern rock', 'rock']",0.672,0.655,-5.021,0.0311,0.0362,0,0.117,0.556,134.945,10,0,201240,79.0
732,2017,33,Rag'n'Bone Man,Human,2017-02-10,['neo soul'],0.602,0.707,-4.097,0.302,0.393,0,0.165,0.554,75.087,9,1,200187,79.0
733,2017,34,MGMT,Little Dark Age,2018-02-09,"['alternative dance', 'indietronica', 'modern rock', 'rock']",0.705,0.712,-6.156,0.0385,0.0102,0.000855,0.1,0.62,97.512,6,1,299960,79.0
734,2017,35,Chord Overstreet,Hold On,2017-02-03,['acoustic pop'],0.618,0.443,-9.681,0.0526,0.469,0,0.0829,0.167,119.949,2,1,198853,79.0
735,2017,36,Khalid,Young Dumb & Broke,2017-04-27,"['pop', 'pop r&b']",0.799,0.539,-6.351,0.0421,0.199,1.66E-05,0.165,0.394,136.948,1,1,202547,79.0
736,2017,37,Dua Lipa,New Rules,2017-06-02,"['dance pop', 'pop', 'uk pop']",0.762,0.7,-6.021,0.0694,0.00261,1.56E-05,0.153,0.608,116.073,9,0,209320,79.0
737,2017,38,Post Malone,I Fall Apart,2016-12-09,"['dfw rap', 'melodic rap', 'rap']",0.556,0.538,-5.408,0.0382,0.0689,0,0.196,0.291,143.95,8,0,223347,79.0
738,2017,39,Kendrick Lamar,DNA.,2017-04-14,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",0.638,0.523,-6.664,0.357,0.00454,0,0.0842,0.422,139.913,1,1,185947,78.0
739,2017,40,Ed Sheeran,Happier,2017-03-03,"['pop', 'uk pop']",0.522,0.385,-7.355,0.0288,0.536,0,0.135,0.236,89.792,0,1,207520,78.0
740,2017,41,"Axwell /\ Ingrosso, Axwell, Sebastian Ingrosso",More Than You Know,2017-07-28,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'tropical house']",0.646,0.741,-4.973,0.034,0.0275,0,0.312,0.571,123.077,5,0,203000,77.0
741,2017,42,Bruno Mars,24K Magic,2016-11-17,"['dance pop', 'pop']",0.818,0.803,-4.282,0.0797,0.034,0,0.153,0.632,106.97,1,1,225983,77.0
742,2017,43,Travis Scott,BUTTERFLY EFFECT,2018-08-03,"['rap', 'slap house']",0.763,0.628,-5.85,0.05,0.0531,0,0.114,0.193,140.958,11,1,190557,77.0
743,2017,44,Playboi Carti,Magnolia,2017-04-14,"['atl hip hop', 'hip hop', 'plugg', 'pluggnb', 'rap']",0.791,0.582,-7.323,0.286,0.0114,0,0.35,0.443,162.991,11,0,181812,77.0
744,2017,45,Ed Sheeran,Galway Girl,2017-03-03,"['pop', 'uk pop']",0.624,0.876,-3.374,0.1,0.0735,0,0.327,0.781,99.943,9,1,170827,78.0
745,2017,46,Taylor Swift,I Don’t Wanna Live Forever (Fifty Shades Darker),2017-11-09,"['dance pop', 'pop', 'post-teen pop', 'uk pop']",0.731,0.445,-8.418,0.0533,0.0586,1.96E-05,0.14,0.106,117.97,0,1,247160,77.0
746,2017,47,Taylor Swift,Look What You Made Me Do,2017-11-10,['pop'],0.766,0.709,-6.471,0.123,0.204,1.41E-05,0.126,0.506,128.07,9,0,211853,77.0
747,2017,48,A Boogie Wit da Hoodie,Drowning (feat. Kodak Black),2017-09-29,"['melodic rap', 'rap']",0.839,0.81,-5.274,0.0568,0.501,0,0.117,0.814,129.014,5,0,209269,77.0
